,Attendance,Date,Location,Losing_Fighter_Name,Losing_Pass,Losing_STR,Losing_Sub,Losing_TD,Method,Method_Detail,Round,Time,Weight_Class,Winning_Fighter_Name,Winning_Pass,Winning_STR,Winning_Sub,Winning_TD
558,Emirates,"July 11, 2020",United,Elizeu Zaleski dos Santos,0,0,0,46,S-DEC,,3,5:00,Welterweight,Muslim Salikhov,0,0,0,40
559,Emirates,"July 11, 2020",United,Danny Henry,0,0,0,6,SUB,Anaconda Choke,1,3:15,Featherweight,Makwan Amirkhani,1,0,1,2
560,Emirates,"July 11, 2020",United,Roman Bogatov,0,0,1,50,U-DEC,,3,5:00,Lightweight,Leonardo Santos,0,0,1,66
561,Emirates,"July 11, 2020",United,Maxim Grishin,0,0,0,18,U-DEC,,3,5:00,Heavyweight,Marcin Tybura,0,0,3,24
562,Emirates,"July 11, 2020",United,Zhalgas Zhumagulov,0,0,2,66,U-DEC,,3,5:00,Flyweight,Raulian Paiva,0,0,0,52
563,Emirates,"July 11, 2020",United,Vanessa Melo,0,0,0,45,U-DEC,,3,5:00,Women's Bantamweight,Karol Rosa,0,0,2,120
564,Emirates,"July 11, 2020",United,Martin Day,0,1,0,62,KO/TKO,Punch,3,2:38,Bantamweight,Davey Grant,1,1,2,74
565,USA,"June 27, 2020","Vegas,",Dan Hooker,0,0,4,155,U-DEC,,5,5:00,Lightweight,Dustin Poirier,4,0,1,153
566,USA,"June 27, 2020","Vegas,",Mickey Gall,0,0,0,55,U-DEC,,3,5:00,Welterweight,Mike Perry,0,1,1,76
567,USA,"June 27, 2020","Vegas,",Gian Villante,0,1,0,72,SUB,Arm Triangle,3,3:44,Heavyweight,Maurice Greene,1,0,0,63
568,USA,"June 27, 2020","Vegas,",Kyle Daukaus,0,0,3,34,U-DEC,,3,5:00,Middleweight,Brendan Allen,0,1,0,41
569,USA,"June 27, 2020","Vegas,",Jason Witt,0,0,0,2,KO/TKO,Punches,1,0:48,Welterweight,Takashi Sato,0,1,0,18
570,USA,"June 27, 2020","Vegas,",Sean Woodson,0,1,0,106,SUB,D'Arce Choke,3,2:44,Catch Weight,Julian Erosa,1,0,3,103
571,USA,"June 27, 2020","Vegas,",Luis Pena,3,0,3,38,SUB,Guillotine Choke,3,2:53,Lightweight,Khama Worthy,1,0,0,55
572,USA,"June 27, 2020","Vegas,",Philipe Lins,0,0,0,6,KO/TKO,Punches,1,2:41,Heavyweight,Tanner Boser,0,1,0,15
573,USA,"June 27, 2020","Vegas,",Jinh Yu Frey,0,0,0,26,SUB,Armbar,3,2:26,Women's Strawweight,Kay Hansen,1,0,2,31
574,USA,"June 27, 2020","Vegas,",Jordan Griffin,0,0,2,28,U-DEC,,3,5:00,Featherweight,Youssef Zalal,0,0,0,59
575,USA,"June 20, 2020","Vegas,",Alexander Volkov,0,0,1,31,U-DEC,,5,5:00,Heavyweight,Curtis Blaydes,0,0,14,69
576,USA,"June 20, 2020","Vegas,",Shane Burgos,0,0,0,128,U-DEC,,3,5:00,Featherweight,Josh Emmett,0,2,1,127
577,USA,"June 20, 2020","Vegas,",Marion Reneau,0,0,2,46,U-DEC,,3,5:00,Women's Bantamweight,Raquel Pennington,0,0,1,107
578,USA,"June 20, 2020","Vegas,",Lyman Good,0,0,0,81,U-DEC,,3,5:00,Welterweight,Belal Muhammad,0,0,2,82
579,USA,"June 20, 2020","Vegas,",Roosevelt Roberts,0,0,0,1,SUB,Armbar,1,2:25,Catch Weight,Jim Miller,1,0,0,2
580,USA,"June 20, 2020","Vegas,",Clay Guida,0,0,3,23,U-DEC,,3,5:00,Lightweight,Bobby Green,2,0,2,85
581,USA,"June 20, 2020","Vegas,",Brianna Van Buren,0,0,2,34,U-DEC,,3,5:00,Women's Strawweight,Tecia Torres,0,0,0,74
582,USA,"June 20, 2020","Vegas,",Marc-Andre Barriault,0,1,1,74,Middleweight,Overturned,Punches,2,0,nc,0,Oskar Piechota,37,0
583,USA,"June 20, 2020","Vegas,",Cortney Casey,0,0,0,22,SUB,Rear Naked Choke,3,4:36,Women's Flyweight,Gillian Robertson,1,0,3,21
584,USA,"June 20, 2020","Vegas,",Frank Camacho,0,0,0,4,KO/TKO,Punches,1,0:41,Lightweight,Justin Jaynes,0,1,0,16
585,USA,"June 20, 2020","Vegas,",Roxanne Modafferi,0,0,0,44,U-DEC,,3,5:00,Women's Flyweight,Lauren Murphy,0,0,2,72
586,USA,"June 20, 2020","Vegas,",Max Rohskopf,1,0,2,17,KO/TKO,,2,5:00,Lightweight,Austin Hubbard,0,0,0,58
587,USA,"June 13, 2020","Vegas,",Jessica Eye,0,0,0,70,U-DEC,,5,5:00,Women's Flyweight,Cynthia Calvillo,0,0,4,113
588,USA,"June 13, 2020","Vegas,",Karl Roberson,0,0,0,4,SUB,Rear Naked Choke,1,4:17,Middleweight,Marvin Vettori,2,0,2,45
589,USA,"June 13, 2020","Vegas,",Kevin Aguilar,0,0,0,53,S-DEC,,3,5:00,Lightweight,Charles Rosa,0,0,0,69
590,USA,"June 13, 2020","Vegas,",Charles Jourdain,0,1,0,62,S-DEC,,3,5:00,Featherweight,Andre Fili,0,0,5,44
591,USA,"June 13, 2020","Vegas,",Mark De La Rosa,0,0,0,37,U-DEC,,3,5:00,Bantamweight,Jordan Espinosa,0,0,2,126
592,USA,"June 13, 2020","Vegas,",Hannah Cifers,0,0,0,11,SUB,Rear Naked Choke,1,2:42,Women's Flyweight,Mariya Agapova,1,1,0,29
593,USA,"June 13, 2020","Vegas,",Gustavo Lopez,0,0,0,14,U-DEC,,3,5:00,Catch Weight,Merab Dvalishvili,2,0,13,73
594,USA,"June 13, 2020","Vegas,",Gina Mazany,0,0,0,2,KO/TKO,Punches,1,0:22,Women's Bantamweight,Julia Avila,0,0,0,11
595,USA,"June 13, 2020","Vegas,",Zarrukh Adashev,0,0,0,2,KO/TKO,Punch,1,0:32,Bantamweight,Tyson Nam,0,1,0,2
596,USA,"June 13, 2020","Vegas,",Anthony Ivy,0,0,0,4,KO/TKO,Punches,1,0:59,Welterweight,Christian Aguilera,0,0,0,10
597,USA,"June 06, 2020","Vegas,",Felicia Spencer,0,0,0,42,U-DEC,,5,5:00,Women's Featherweight,Amanda Nunes,1,0,6,124
598,USA,"June 06, 2020","Vegas,",Raphael Assuncao,0,0,0,17,KO/TKO,Punch,2,4:59,Bantamweight,Cody Garbrandt,0,1,0,19
599,USA,"June 06, 2020","Vegas,",Cory Sandhagen,0,0,0,1,SUB,Rear Naked Choke,1,1:28,Bantamweight,Aljamain Sterling,2,0,0,2
600,USA,"June 06, 2020","Vegas,",Anthony Rocco Martin,0,0,1,37,U-DEC,,3,5:00,Welterweight,Neil Magny,0,0,0,64
601,USA,"June 06, 2020","Vegas,",Eddie Wineland,0,0,0,4,KO/TKO,Punch,1,1:54,Bantamweight,Sean O'Malley,0,1,0,13
602,USA,"June 06, 2020","Vegas,",Chase Hooper,0,0,0,53,U-DEC,,3,5:00,Featherweight,Alex Caceres,0,1,1,103
603,USA,"June 06, 2020","Vegas,",Gerald Meerschaert,0,0,0,3,KO/TKO,Punch,1,1:14,Middleweight,Ian Heinisch,0,1,0,20
604,USA,"June 06, 2020","Vegas,",Brian Kelleher,0,0,1,57,U-DEC,,3,5:00,Featherweight,Cody Stamann,0,0,2,89
605,USA,"June 06, 2020","Vegas,",Charles Byrd,0,0,1,11,KO/TKO,Punches,2,1:10,Middleweight,Maki Pitolo,0,0,3,29
606,USA,"June 06, 2020","Vegas,",Jussier Formiga,0,0,0,18,KO/TKO,Kick,1,4:06,Flyweight,Alex Perez,0,2,0,29
607,USA,"June 06, 2020","Vegas,",Alonzo Menifield,0,0,0,39,U-DEC,,3,5:00,Light Heavyweight,Devin Clark,0,0,1,79
608,USA,"June 06, 2020","Vegas,",Evan Dunham,0,0,0,3,SUB,Rear Naked Choke,1,1:20,Catch Weight,Herbert Burns,1,0,1,5
609,USA,"May 30, 2020","Vegas,",Tyron Woodley,0,0,0,28,U-DEC,,5,5:00,Welterweight,Gilbert Burns,1,0,2,83
610,USA,"May 30, 2020","Vegas,",Blagoy Ivanov,0,0,1,66,S-DEC,,3,5:00,Heavyweight,Augusto Sakai,0,0,0,78
611,USA,"May 30, 2020","Vegas,",Spike Carlyle,0,0,3,37,U-DEC,,3,5:00,Catch Weight,Billy Quarantillo,2,0,2,49
612,USA,"May 30, 2020","Vegas,",Brok Weaver,0,0,0,14,SUB,Rear Naked Choke,2,3:26,Lightweight,Roosevelt Roberts,3,0,1,40
613,USA,"May 30, 2020","Vegas,",Hannah Cifers,0,0,0,7,SUB,Kneebar,1,2:36,Women's Strawweight,Mackenzie Dern,1,0,0,5
614,USA,"May 30, 2020","Vegas,",Antonina Shevchenko,0,0,0,25,U-DEC,,3,5:00,Women's Flyweight,Katlyn Chookagian,4,0,3,73
615,USA,"May 30, 2020","Vegas,",Gabe Green,0,0,0,127,U-DEC,,3,5:00,Welterweight,Daniel Rodriguez,0,0,1,175
616,USA,"May 30, 2020","Vegas,",Jamahal Hill,0,2,0,14,Light Heavyweight,Overturned,Knee,1,0,nc,0,Klidson Abreu,5,0
617,USA,"May 30, 2020","Vegas,",Tim Elliott,0,0,4,17,SUB,Arm Triangle,2,3:18,Flyweight,Brandon Royval,2,0,1,16
618,USA,"May 30, 2020","Vegas,",Louis Smolka,0,0,0,18,SUB,Guillotine Choke,1,3:03,Bantamweight,Casey Kenney,1,0,0,32
619,USA,"May 30, 2020","Vegas,",Vince Morales,0,0,0,8,KO/TKO,Kick,2,4:27,Featherweight,Chris Gutierrez,0,2,0,60
620,USA,"May 16, 2020","Jacksonville,",Walt Harris,0,1,0,25,KO/TKO,Punches,2,3:00,Heavyweight,Alistair Overeem,0,1,1,68
621,USA,"May 16, 2020","Jacksonville,",Angela Hill,0,1,0,90,S-DEC,,3,5:00,Women's Strawweight,Claudia Gadelha,0,0,1,84
622,USA,"May 16, 2020","Jacksonville,",Edson Barboza,0,1,0,80,S-DEC,,3,5:00,Featherweight,Dan Ige,0,0,1,79
623,USA,"May 16, 2020","Jacksonville,",Eryk Anders,0,0,0,41,U-DEC,,3,5:00,Middleweight,Krzysztof Jotko,0,0,0,66
624,USA,"May 16, 2020","Jacksonville,",Marlon Vera,0,0,2,92,U-DEC,,3,5:00,Featherweight,Song Yadong,0,0,0,101
625,USA,"May 16, 2020","Jacksonville,",Matt Brown,0,0,0,33,KO/TKO,Punch,2,0:18,Welterweight,Miguel Baeza,0,2,0,37
626,USA,"May 16, 2020","Jacksonville,",Anthony Hernandez,0,0,0,0,KO/TKO,Knees,1,0:39,Middleweight,Kevin Holland,0,1,0,14
627,USA,"May 16, 2020","Jacksonville,",Irwin Rivera,0,0,0,34,U-DEC,,3,5:00,Featherweight,Giga Chikadze,0,1,1,61
628,USA,"May 16, 2020","Jacksonville,",Darren Elkins,0,0,1,121,U-DEC,,3,5:00,Featherweight,Nate Landwehr,0,0,0,118
629,USA,"May 16, 2020","Jacksonville,",Mara Romero Borella,0,0,1,5,SUB,Armbar,1,3:36,Women's Flyweight,Cortney Casey,2,0,0,6
630,USA,"May 16, 2020","Jacksonville,",Don'Tale Mayes,0,0,0,27,SUB,Rear Naked Choke,2,2:05,Heavyweight,Rodrigo Nascimento,1,0,2,32
631,USA,"May 13, 2020","Jacksonville,",Anthony Smith,0,0,1,86,KO/TKO,Punches,5,1:04,Light Heavyweight,Glover Teixeira,0,1,1,138
632,USA,"May 13, 2020","Jacksonville,",Ovince Saint Preux,0,1,0,42,S-DEC,,3,5:00,Heavyweight,Ben Rothwell,0,0,1,56
633,USA,"May 13, 2020","Jacksonville,",Alexander Hernandez,0,0,3,34,KO/TKO,Punches,2,4:25,Lightweight,Drew Dober,0,0,0,61
634,USA,"May 13, 2020","Jacksonville,",Ray Borg,0,0,0,47,S-DEC,,3,5:00,Bantamweight,Ricky Simon,0,0,7,67
635,USA,"May 13, 2020","Jacksonville,",Philipe Lins,0,0,0,41,U-DEC,,3,5:00,Heavyweight,Andrei Arlovski,0,0,0,50
636,USA,"May 13, 2020","Jacksonville,",Michael Johnson,0,0,0,27,SUB,Ankle Lock,2,0:25,Lightweight,Thiago Moises,1,0,0,1
637,USA,"May 13, 2020","Jacksonville,",Sarah Moras,0,0,0,44,U-DEC,,3,5:00,Women's Bantamweight,Sijara Eubanks,0,0,2,85
638,USA,"May 13, 2020","Jacksonville,",Gabriel Benitez,0,0,0,50,U-DEC,,3,5:00,Lightweight,Omar Morales,0,0,0,63
639,USA,"May 13, 2020","Jacksonville,",Hunter Azure,0,0,0,62,KO/TKO,Punch,2,3:40,Featherweight,Brian Kelleher,0,1,0,29
640,USA,"May 13, 2020","Jacksonville,",Ike Villanueva,0,0,0,16,KO/TKO,Elbow,2,0:49,Heavyweight,Chase Sherman,0,1,0,51
641,USA,"May 09, 2020","Jacksonville,",Tony Ferguson,0,0,0,136,KO/TKO,Punch,5,3:39,Lightweight,Justin Gaethje,0,0,0,143
642,USA,"May 09, 2020","Jacksonville,",Dominick Cruz,0,0,0,33,KO/TKO,Knee,2,4:58,Bantamweight,Henry Cejudo,0,1,1,53
643,USA,"May 09, 2020","Jacksonville,",Jairzinho Rozenstruik,0,0,0,5,KO/TKO,Punch,1,0:20,Heavyweight,Francis Ngannou,0,1,0,6
644,USA,"May 09, 2020","Jacksonville,",Jeremy Stephens,0,0,0,57,KO/TKO,Elbow,2,2:49,Featherweight,Calvin Kattar,0,1,0,52
645,USA,"May 09, 2020","Jacksonville,",Yorgan De Castro,0,0,0,24,U-DEC,,3,5:00,Heavyweight,Greg Hardy,0,0,0,55
646,USA,"May 09, 2020","Jacksonville,",Donald Cerrone,0,0,2,62,U-DEC,,3,5:00,Welterweight,Anthony Pettis,0,0,0,63
647,USA,"May 09, 2020","Jacksonville,",Fabricio Werdum,1,0,3,53,S-DEC,,3,5:00,Heavyweight,Aleksei Oleinik,0,0,0,94
648,USA,"May 09, 2020","Jacksonville,",Michelle Waterson,0,0,0,44,S-DEC,,3,5:00,Women's Strawweight,Carla Esparza,0,0,1,45
649,USA,"May 09, 2020","Jacksonville,",Niko Price,0,0,1,129,KO/TKO,Punches,3,3:37,Welterweight,Vicente Luque,0,1,0,130
650,USA,"May 09, 2020","Jacksonville,",Charles Rosa,0,0,0,5,U-DEC,,3,5:00,Featherweight,Bryce Mitchell,5,0,3,40
651,USA,"May 09, 2020","Jacksonville,",Sam Alvey,0,0,0,57,S-DEC,,3,5:00,Light Heavyweight,Ryan Spann,1,0,2,51
652,Brazil,"March 14, 2020",Distrito,Kevin Lee,0,0,2,41,SUB,Guillotine Choke,3,0:28,Lightweight,Charles Oliveira,2,0,0,43
653,Brazil,"March 14, 2020",Distrito,Demian Maia,0,0,2,4,KO/TKO,Punch,1,2:34,Welterweight,Gilbert Burns,0,1,0,13
654,Brazil,"March 14, 2020",Distrito,Damir Hadzovic,0,0,0,1,SUB,Rear Naked Choke,1,0:44,Lightweight,Renato Moicano,1,0,1,1
655,Brazil,"March 14, 2020",Distrito,Johnny Walker,0,0,0,37,U-DEC,,3,5:00,Light Heavyweight,Nikita Krylov,0,0,3,45
656,Brazil,"March 14, 2020",Distrito,John Makdessi,0,0,0,67,U-DEC,,3,5:00,Lightweight,Francisco Trinaldo,0,0,0,55
657,Brazil,"March 14, 2020",Distrito,Jussier Formiga,1,0,1,15,U-DEC,,3,5:00,Flyweight,Brandon Moreno,0,0,0,33
658,Brazil,"March 14, 2020",Distrito,Randa Markos,0,0,1,36,U-DEC,,3,5:00,Women's Strawweight,Amanda Ribas,2,0,1,85
659,Brazil,"March 14, 2020",Distrito,Aleksei Kunchenko,0,0,0,57,U-DEC,,3,5:00,Welterweight,Elizeu Zaleski dos Santos,0,0,2,62
660,Brazil,"March 14, 2020",Distrito,Rani Yahya,0,0,2,24,Bantamweight,M-DEC,,3,1,draw,1,Enrique Barzola,57,0
661,Brazil,"March 14, 2020",Distrito,Mayra Bueno Silva,0,0,0,88,U-DEC,,3,5:00,Women's Flyweight,Maryna Moroz,0,0,2,139
662,Brazil,"March 14, 2020",Distrito,Bruno Silva,0,0,3,45,U-DEC,,3,5:00,Flyweight,David Dvorak,0,0,0,67
663,Brazil,"March 14, 2020",Distrito,Veronica Macedo,0,0,0,93,U-DEC,,3,5:00,Women's Bantamweight,Bea Malecki,0,0,0,130
664,USA,"March 07, 2020","Vegas,",Yoel Romero,0,0,0,40,U-DEC,,5,5:00,Middleweight,Israel Adesanya,0,0,0,48
665,USA,"March 07, 2020","Vegas,",Joanna Jedrzejczyk,0,0,0,186,S-DEC,,5,5:00,Women's Strawweight,Zhang Weili,0,0,1,165
666,USA,"March 07, 2020","Vegas,",Drakkar Klose,0,0,0,15,KO/TKO,Punch,2,1:00,Lightweight,Beneil Dariush,2,1,1,12
667,USA,"March 07, 2020","Vegas,",Li Jingliang,0,0,2,16,U-DEC,,3,5:00,Welterweight,Neil Magny,0,0,4,74
668,USA,"March 07, 2020","Vegas,",Max Griffin,0,0,2,23,S-DEC,,3,5:00,Welterweight,Alex Oliveira,0,0,1,40
669,USA,"March 07, 2020","Vegas,",Jose Quinonez,0,0,0,0,KO/TKO,Punches,1,2:02,Bantamweight,Sean O'Malley,0,0,0,18
670,USA,"March 07, 2020","Vegas,",Austin Hubbard,0,0,0,41,U-DEC,,3,5:00,Lightweight,Mark Madsen,0,0,8,15
671,USA,"March 07, 2020","Vegas,",Saparbeg Safarov,0,0,0,5,SUB,Arm Triangle,1,2:58,Middleweight,Rodolfo Vieira,1,0,2,5
672,USA,"March 07, 2020","Vegas,",Deron Winn,0,0,1,53,SUB,Rear Naked Choke,3,2:13,Middleweight,Gerald Meerschaert,1,1,1,86
673,USA,"March 07, 2020","Vegas,",Jamall Emmers,0,0,2,54,S-DEC,,3,5:00,Featherweight,Giga Chikadze,0,0,0,38
674,USA,"March 07, 2020","Vegas,",Guido Cannetti,0,0,0,11,KO/TKO,Punch,1,3:01,Bantamweight,Danaa Batgerel,0,1,0,17
675,USA,"February 29, 2020","Norfolk,",Joseph Benavidez,0,0,0,46,KO/TKO,Punch,2,1:54,Flyweight,Deiveson Figueiredo,1,1,1,25
676,USA,"February 29, 2020","Norfolk,",Zarah Fairn,0,0,0,13,KO/TKO,Punches,1,3:37,Women's Featherweight,Felicia Spencer,0,0,1,40
677,USA,"February 29, 2020","Norfolk,",Ion Cutelaba,0,0,0,5,KO/TKO,Punches,1,0:38,Light Heavyweight,Magomed Ankalaev,0,0,0,8
678,USA,"February 29, 2020","Norfolk,",Norma Dumont,0,0,1,5,KO/TKO,Punch,1,3:31,Women's Featherweight,Megan Anderson,0,1,0,7
679,USA,"February 29, 2020","Norfolk,",Darrick Minner,2,0,1,4,SUB,Rear Naked Choke,2,1:38,Featherweight,Grant Dawson,2,0,2,15
680,USA,"February 29, 2020","Norfolk,",Gabriel Silva,1,0,2,31,U-DEC,,3,5:00,Bantamweight,Kyler Phillips,1,0,2,89
681,USA,"February 29, 2020","Norfolk,",Tom Breese,0,0,0,4,KO/TKO,Punches,1,4:47,Middleweight,Brendan Allen,0,0,0,20
682,USA,"February 29, 2020","Norfolk,",Serghei Spivac,0,0,0,26,U-DEC,,3,5:00,Heavyweight,Marcin Tybura,0,0,2,43
683,USA,"February 29, 2020","Norfolk,",Steve Garcia,1,0,1,21,U-DEC,,3,5:00,Lightweight,Luis Pena,1,0,0,27
684,USA,"February 29, 2020","Norfolk,",TJ Brown,0,0,7,32,SUB,Guillotine Choke,2,3:38,Featherweight,Jordan Griffin,3,0,0,15
685,USA,"February 29, 2020","Norfolk,",Aalon Cruz,0,0,0,2,KO/TKO,Punches,1,1:25,Featherweight,Spike Carlyle,0,0,0,20
686,USA,"February 29, 2020","Norfolk,",Ismail Naurdiev,0,0,0,37,U-DEC,,3,5:00,Welterweight,Sean Brady,1,0,4,47
687,Zealand,"February 22, 2020","Auckland,",Paul Felder,0,0,0,110,S-DEC,,5,5:00,Lightweight,Dan Hooker,0,0,1,122
688,Zealand,"February 22, 2020","Auckland,",Michal Oleksiejczuk,0,0,0,3,SUB,Kimura,1,3:29,Light Heavyweight,Jimmy Crute,1,0,8,2
689,Zealand,"February 22, 2020","Auckland,",Karolina Kowalkiewicz,1,0,0,38,U-DEC,,3,5:00,Women's Strawweight,Yan Xiaonan,0,0,5,93
690,Zealand,"February 22, 2020","Auckland,",Ben Sosoli,0,0,0,5,KO/TKO,Punch,1,1:28,Heavyweight,Marcos Rogerio de Lima,0,1,0,19
691,Zealand,"February 22, 2020","Auckland,",Magomed Mustafaev,0,0,8,28,S-DEC,,3,5:00,Lightweight,Brad Riddell,0,1,1,38
692,Zealand,"February 22, 2020","Auckland,",Kevin Aguilar,0,0,0,9,KO/TKO,Punches,1,3:21,Featherweight,Zubaira Tukhugov,0,2,0,28
693,Zealand,"February 22, 2020","Auckland,",Josh Culibao,0,0,0,12,KO/TKO,Punches,2,3:01,Lightweight,Jalin Turner,3,0,0,55
694,Zealand,"February 22, 2020","Auckland,",Emil Meek,0,0,0,50,U-DEC,,3,5:00,Welterweight,Jake Matthews,0,1,4,33
695,Zealand,"February 22, 2020","Auckland,",Callan Potter,0,0,1,7,KO/TKO,Punch,1,2:20,Welterweight,Song Kenan,0,1,0,17
696,Zealand,"February 22, 2020","Auckland,",Tyson Nam,0,0,0,50,U-DEC,,3,5:00,Flyweight,Kai Kara-France,0,0,0,78
697,Zealand,"February 22, 2020","Auckland,",Loma Lookboonmee,0,0,1,53,U-DEC,,3,5:00,Women's Strawweight,Angela Hill,1,0,1,48
698,Zealand,"February 22, 2020","Auckland,",Shana Dobson,0,0,0,5,KO/TKO,Punch,1,0:40,Women's Flyweight,Priscila Cachoeira,0,1,0,8
699,USA,"February 15, 2020",New,Corey Anderson,0,0,0,11,KO/TKO,Punch,1,3:08,Light Heavyweight,Jan Blachowicz,0,1,0,13
700,USA,"February 15, 2020",New,Michel Pereira,0,1,2,53,DQ,,3,3:09,Welterweight,Diego Sanchez,0,0,0,25
701,USA,"February 15, 2020",New,Mara Romero Borella,0,0,1,23,U-DEC,,3,5:00,Women's Flyweight,Montana De La Rosa,1,1,1,27
702,USA,"February 15, 2020",New,Kazula Vargas,0,0,1,15,DQ,,1,4:02,Lightweight,Brok Weaver,1,0,0,5
703,USA,"February 15, 2020",New,Rogerio Bontorin,0,0,0,9,U-DEC,,3,5:00,Flyweight,Ray Borg,0,0,10,35
704,USA,"February 15, 2020",New,Yancy Medeiros,0,0,0,68,U-DEC,,3,5:00,Lightweight,Lando Vannata,0,0,0,99
705,USA,"February 15, 2020",New,Tim Means,0,0,1,41,SUB,Guillotine Choke,2,3:37,Welterweight,Daniel Rodriguez,1,1,0,49
706,USA,"February 15, 2020",New,Nathaniel Wood,0,0,1,46,KO/TKO,Punch,3,0:16,Bantamweight,John Dodson,0,1,0,39
707,USA,"February 15, 2020",New,Jim Miller,0,0,0,58,U-DEC,,3,5:00,Lightweight,Scott Holtzman,0,0,1,88
708,USA,"February 15, 2020",New,Dequan Townsend,0,0,0,6,U-DEC,,3,5:00,Light Heavyweight,Devin Clark,0,0,3,39
709,USA,"February 15, 2020",New,Casey Kenney,0,0,0,45,U-DEC,,3,5:00,Bantamweight,Merab Dvalishvili,0,0,12,63
710,USA,"February 15, 2020",New,Shanna Young,0,0,0,40,U-DEC,,3,5:00,Women's Bantamweight,Macy Chiasson,0,0,3,86
711,USA,"February 15, 2020",New,Mark De La Rosa,0,0,0,45,KO/TKO,Punch,2,4:42,Flyweight,Raulian Paiva,0,1,0,54
712,USA,"February 08, 2020","Houston,",Dominick Reyes,0,0,0,116,U-DEC,,5,5:00,Light Heavyweight,Jon Jones,0,0,2,104
713,USA,"February 08, 2020","Houston,",Katlyn Chookagian,0,0,0,17,KO/TKO,Punches,3,1:03,Women's Flyweight,Valentina Shevchenko,0,0,3,40
714,USA,"February 08, 2020","Houston,",Juan Adams,0,0,0,7,KO/TKO,Punch,1,1:59,Heavyweight,Justin Tafa,0,1,0,10
715,USA,"February 08, 2020","Houston,",Mirsad Bektic,1,0,3,17,S-DEC,,3,5:00,Featherweight,Dan Ige,0,0,1,43
716,USA,"February 08, 2020","Houston,",Ilir Latifi,0,0,3,5,U-DEC,,3,5:00,Heavyweight,Derrick Lewis,0,0,0,20
717,USA,"February 08, 2020","Houston,",James Krause,4,0,1,44,S-DEC,,3,5:00,Middleweight,Trevin Giles,1,0,0,71
718,USA,"February 08, 2020","Houston,",Andrea Lee,1,0,0,104,S-DEC,,3,5:00,Women's Flyweight,Lauren Murphy,0,0,2,80
719,USA,"February 08, 2020","Houston,",Alex Morono,0,0,0,1,KO/TKO,Punch,1,0:27,Welterweight,Khaos Williams,0,1,0,10
720,USA,"February 08, 2020","Houston,",Miles Johns,0,0,0,13,KO/TKO,Flying Knee,2,1:41,Bantamweight,Mario Bautista,0,1,0,18
721,USA,"February 08, 2020","Houston,",Domingo Pilarte,0,0,0,1,Bantamweight,Overturned,Punch,1,0,nc,0,Journey Newson,6,1
722,USA,"February 08, 2020","Houston,",Jonathan Martinez,0,0,0,66,S-DEC,,3,5:00,Bantamweight,Andre Ewell,0,0,0,80
723,USA,"February 08, 2020","Houston,",Austin Lingo,0,0,1,12,U-DEC,,3,5:00,Featherweight,Youssef Zalal,2,0,6,31
724,USA,"January 25, 2020",North,Junior Dos Santos,0,0,0,7,KO/TKO,Punches,2,1:06,Heavyweight,Curtis Blaydes,0,0,0,28
725,USA,"January 25, 2020",North,Rafael Dos Anjos,0,0,0,14,U-DEC,,3,5:00,Welterweight,Michael Chiesa,0,0,6,9
726,USA,"January 25, 2020",North,Jordan Espinosa,0,0,0,2,SUB,Arm Triangle,1,2:33,Flyweight,Alex Perez,1,0,1,2
727,USA,"January 25, 2020",North,Hannah Cifers,0,0,0,46,KO/TKO,Elbows,2,4:26,Women's Strawweight,Angela Hill,0,0,1,70
728,USA,"January 25, 2020",North,Darko Stosic,0,0,6,31,U-DEC,,3,5:00,Light Heavyweight,Jamahal Hill,0,0,0,101
729,USA,"January 25, 2020",North,Dequan Townsend,0,0,0,28,U-DEC,,3,5:00,Middleweight,Bevon Lewis,0,0,0,36
730,USA,"January 25, 2020",North,Nik Lentz,0,0,0,49,U-DEC,,3,5:00,Featherweight,Arnold Allen,0,0,0,63
731,USA,"January 25, 2020",North,Lucie Pudilova,0,0,0,29,U-DEC,,3,5:00,Women's Flyweight,Justine Kish,0,0,1,62
732,USA,"January 25, 2020",North,Felipe Colares,3,0,1,7,U-DEC,,3,5:00,Bantamweight,Montel Jackson,0,1,11,75
733,USA,"January 25, 2020",North,Lina Lansberg,0,0,0,1,U-DEC,,3,5:00,Women's Bantamweight,Sara McMann,1,0,3,38
734,USA,"January 25, 2020",North,Tony Gravely,0,0,5,26,SUB,Rear Naked Choke,3,2:53,Bantamweight,Brett Johns,3,0,6,36
735,USA,"January 25, 2020",North,Nate Landwehr,0,0,0,4,KO/TKO,Knee,1,2:43,Featherweight,Herbert Burns,1,1,1,7
736,USA,"January 18, 2020","Vegas,",Donald Cerrone,0,0,0,0,KO/TKO,Punches,1,0:40,Welterweight,Conor McGregor,0,1,0,19
737,USA,"January 18, 2020","Vegas,",Raquel Pennington,0,0,1,38,U-DEC,,3,5:00,Women's Bantamweight,Holly Holm,0,0,0,30
738,USA,"January 18, 2020","Vegas,",Maurice Greene,0,0,0,13,SUB,Armbar,2,4:38,Heavyweight,Aleksei Oleinik,3,0,3,7
739,USA,"January 18, 2020","Vegas,",Ode Osbourne,0,0,0,9,SUB,Guillotine Choke,1,2:49,Bantamweight,Brian Kelleher,1,0,1,7
740,USA,"January 18, 2020","Vegas,",Anthony Pettis,0,0,0,22,SUB,Rear Naked Choke,2,1:46,Lightweight,Diego Ferreira,1,0,3,25
