,Attendance,Date,Location,Losing_Fighter_Name,Losing_Pass,Losing_STR,Losing_Sub,Losing_TD,Method,Method_Detail,Round,Time,Weight_Class,Winning_Fighter_Name,Winning_Pass,Winning_STR,Winning_Sub,Winning_TD
182,USA,"March 20, 2021","Vegas,",Roman Dolidze,2,0,1,32,U-DEC,,3,5:00,Middleweight,Trevin Giles,1,0,1,27
183,USA,"March 20, 2021","Vegas,",Jesse Strader,0,0,0,14,KO/TKO,Punch,1,1:58,Bantamweight,Montel Jackson,0,2,0,15
184,USA,"March 20, 2021","Vegas,",JP Buys,1,0,0,17,KO/TKO,Punch,2,2:56,Flyweight,Bruno Silva,0,3,1,37
185,USA,"March 13, 2021","Vegas,",Leon Edwards,0,0,0,19,Welterweight,CNC,,2,0,nc,0,Belal Muhammad,8,0
186,USA,"March 13, 2021","Vegas,",Misha Cirkunov,0,0,0,5,KO/TKO,Punches,1,1:11,Light Heavyweight,Ryan Spann,0,1,0,16
187,USA,"March 13, 2021","Vegas,",Gavin Tucker,0,0,0,1,KO/TKO,Punch,1,0:22,Featherweight,Dan Ige,0,1,0,1
188,USA,"March 13, 2021","Vegas,",Jonathan Martinez,0,1,0,29,KO/TKO,Punch,2,3:03,Bantamweight,Davey Grant,0,1,0,48
189,USA,"March 13, 2021","Vegas,",Manel Kape,0,0,0,61,S-DEC,,3,5:00,Flyweight,Matheus Nicolau,1,0,2,55
190,USA,"March 13, 2021","Vegas,",Eryk Anders,0,1,3,43,Middleweight,CNC,,1,0,nc,0,Darren Stewart,15,0
191,USA,"March 13, 2021","Vegas,",Ashley Yoder,0,0,2,34,U-DEC,,3,5:00,Women's Strawweight,Angela Hill,0,0,1,77
192,USA,"March 13, 2021","Vegas,",Marcelo Rojo,0,0,1,74,KO/TKO,Punch,3,4:31,Featherweight,Charles Jourdain,0,2,0,106
193,USA,"March 13, 2021","Vegas,",Ray Rodriguez,0,0,0,3,SUB,Arm Triangle,2,3:09,Bantamweight,Rani Yahya,1,0,2,8
194,USA,"March 13, 2021","Vegas,",Rafa Garcia,0,0,0,52,U-DEC,,3,5:00,Lightweight,Nasrat Haqparast,0,0,0,99
195,USA,"March 13, 2021","Vegas,",Cortney Casey,0,0,0,55,S-DEC,,3,5:00,Women's Flyweight,JJ Aldrich,0,0,4,45
196,USA,"March 13, 2021","Vegas,",Gloria de Paula,0,0,0,31,U-DEC,,3,5:00,Women's Strawweight,Jinh Yu Frey,2,0,2,24
197,USA,"March 13, 2021","Vegas,",Jason Witt,0,0,0,4,KO/TKO,Punch,1,0:16,Welterweight,Matthew Semelsberger,0,1,0,3
198,USA,"March 06, 2021","Vegas,",Israel Adesanya,0,0,0,78,U-DEC,,5,5:00,Light Heavyweight,Jan Blachowicz,0,0,3,107
199,USA,"March 06, 2021","Vegas,",Megan Anderson,0,0,0,2,SUB,Triangle Armbar,1,2:03,Women's Featherweight,Amanda Nunes,2,0,0,18
200,USA,"March 06, 2021","Vegas,",Petr Yan,0,1,7,86,DQ,,4,4:29,Bantamweight,Aljamain Sterling,0,0,1,97
201,USA,"March 06, 2021","Vegas,",Drew Dober,0,0,0,10,SUB,Arm Triangle,3,1:37,Lightweight,Islam Makhachev,2,0,3,15
202,USA,"March 06, 2021","Vegas,",Thiago Santos,0,0,0,49,U-DEC,,3,5:00,Light Heavyweight,Aleksandar Rakic,0,0,0,36
203,USA,"March 06, 2021","Vegas,",Casey Kenney,0,0,0,74,S-DEC,,3,5:00,Bantamweight,Dominick Cruz,0,0,2,89
204,USA,"March 06, 2021","Vegas,",Song Yadong,0,0,0,67,U-DEC,,3,5:00,Bantamweight,Kyler Phillips,0,0,3,59
205,USA,"March 06, 2021","Vegas,",Joseph Benavidez,0,0,0,46,U-DEC,,3,5:00,Flyweight,Askar Askarov,0,0,5,58
206,USA,"March 06, 2021","Vegas,",Rogerio Bontorin,2,0,1,6,KO/TKO,Punch,1,4:55,Flyweight,Kai Kara-France,0,1,0,13
207,USA,"March 06, 2021","Vegas,",Jordan Espinosa,0,0,0,13,U-DEC,,3,5:00,Flyweight,Tim Elliott,0,0,4,25
208,USA,"March 06, 2021","Vegas,",Carlos Ulberg,0,0,0,146,KO/TKO,Punch,2,3:19,Light Heavyweight,Kennedy Nzechukwu,0,1,0,82
209,USA,"March 06, 2021","Vegas,",Jake Matthews,0,0,0,21,SUB,Arm Triangle,3,3:28,Welterweight,Sean Brady,1,0,1,37
210,USA,"March 06, 2021","Vegas,",Livinha Souza,0,0,0,1,KO/TKO,Punch,1,3:39,Women's Strawweight,Amanda Lemos,0,2,0,29
211,USA,"March 06, 2021","Vegas,",Aalon Cruz,0,0,0,0,KO/TKO,Punches,1,1:40,Lightweight,Uros Medic,0,1,0,45
212,USA,"March 06, 2021","Vegas,",Mario Bautista,0,0,0,21,KO/TKO,Punch,2,0:47,Bantamweight,Trevin Jones,0,1,0,23
213,USA,"February 27, 2021","Vegas,",Jairzinho Rozenstruik,0,0,0,42,U-DEC,,5,5:00,Heavyweight,Ciryl Gane,0,0,2,102
214,USA,"February 27, 2021","Vegas,",Nikita Krylov,0,0,1,47,U-DEC,,3,5:00,Light Heavyweight,Magomed Ankalaev,0,0,3,43
215,USA,"February 27, 2021","Vegas,",Montana De La Rosa,0,0,3,30,Women's Flyweight,M-DEC,,3,1,draw,0,Mayra Bueno Silva,52,0
216,USA,"February 27, 2021","Vegas,",Jimmie Rivera,0,0,1,65,U-DEC,,3,5:00,Bantamweight,Pedro Munhoz,0,0,0,94
217,USA,"February 27, 2021","Vegas,",Kevin Croom,0,0,1,16,U-DEC,,3,5:00,Featherweight,Alex Caceres,1,0,1,48
218,USA,"February 27, 2021","Vegas,",Alexander Hernandez,0,0,0,50,U-DEC,,3,5:00,Lightweight,Thiago Moises,0,0,0,53
219,USA,"February 27, 2021","Vegas,",Sabina Mazo,0,0,0,64,U-DEC,,3,5:00,Women's Bantamweight,Alexis Davis,0,0,3,49
220,USA,"February 27, 2021","Vegas,",Vince Cachero,1,0,0,15,KO/TKO,Punches,3,2:38,Bantamweight,Ronnie Lawrence,0,0,8,77
221,USA,"February 27, 2021","Vegas,",Maxim Grishin,0,2,0,66,U-DEC,,3,5:00,Light Heavyweight,Dustin Jacoby,0,0,0,57
222,USA,"February 20, 2021","Vegas,",Curtis Blaydes,0,0,0,28,KO/TKO,Punch,2,1:26,Heavyweight,Derrick Lewis,0,1,0,7
223,USA,"February 20, 2021","Vegas,",Ketlen Vieira,0,0,3,7,U-DEC,,3,5:00,Women's Bantamweight,Yana Kunitskaya,0,0,0,47
224,USA,"February 20, 2021","Vegas,",Charles Rosa,2,0,0,15,U-DEC,,3,5:00,Featherweight,Darrick Minner,3,1,4,45
225,USA,"February 20, 2021","Vegas,",Aleksei Oleinik,0,0,0,5,KO/TKO,Punches,1,1:55,Heavyweight,Chris Daukaus,0,0,0,34
226,USA,"February 20, 2021","Vegas,",Nassourdine Imavov,0,0,0,57,M-DEC,,3,5:00,Middleweight,Phil Hawes,0,0,4,31
227,USA,"February 20, 2021","Vegas,",Andrei Arlovski,0,0,0,20,SUB,Rear Naked Choke,2,1:09,Heavyweight,Tom Aspinall,1,0,1,37
228,USA,"February 20, 2021","Vegas,",Danny Chavez,0,0,1,39,U-DEC,,3,5:00,Featherweight,Jared Gordon,0,0,2,82
229,USA,"February 20, 2021","Vegas,",Eddie Wineland,0,0,1,17,KO/TKO,Punches,1,4:44,Bantamweight,John Castaneda,0,1,0,42
230,USA,"February 20, 2021","Vegas,",Nate Landwehr,0,0,0,9,KO/TKO,Flying Knee,1,0:56,Featherweight,Julian Erosa,0,1,0,15
231,USA,"February 20, 2021","Vegas,",Shana Dobson,0,0,0,16,KO/TKO,Punches,2,3:41,Women's Flyweight,Casey O'Neill,1,0,4,49
232,USA,"February 20, 2021","Vegas,",Drako Rodriguez,0,0,0,11,KO/TKO,Punch,1,3:05,Bantamweight,Aiemann Zahabi,0,1,0,9
233,USA,"February 20, 2021","Vegas,",Jared Vanderaa,0,0,0,13,KO/TKO,Punches,2,4:32,Heavyweight,Serghei Spivac,0,0,3,51
234,USA,"February 13, 2021","Vegas,",Gilbert Burns,0,0,0,45,KO/TKO,Punches,3,0:34,Welterweight,Kamaru Usman,0,2,0,83
235,USA,"February 13, 2021","Vegas,",Maycee Barber,0,0,3,40,U-DEC,,3,5:00,Women's Flyweight,Alexa Grasso,1,0,0,38
236,USA,"February 13, 2021","Vegas,",Ian Heinisch,2,0,1,27,U-DEC,,3,5:00,Middleweight,Kelvin Gastelum,0,0,6,38
237,USA,"February 13, 2021","Vegas,",Brian Kelleher,0,0,0,19,U-DEC,,3,5:00,Featherweight,Ricky Simon,1,0,6,45
238,USA,"February 13, 2021","Vegas,",Maki Pitolo,1,0,5,32,SUB,Anaconda Choke,3,4:17,Middleweight,Julian Marquez,4,0,0,41
239,USA,"February 13, 2021","Vegas,",Rodolfo Vieira,0,0,4,9,SUB,Guillotine Choke,2,1:53,Middleweight,Anthony Hernandez,2,0,0,32
240,USA,"February 13, 2021","Vegas,",Dhiego Lima,0,0,0,69,U-DEC,,3,5:00,Welterweight,Belal Muhammad,0,0,1,129
241,USA,"February 13, 2021","Vegas,",Mallory Martin,0,0,1,5,SUB,Armbar,1,3:18,Women's Strawweight,Polyana Viana,5,0,0,4
242,USA,"February 13, 2021","Vegas,",Andre Ewell,1,0,1,59,U-DEC,,3,5:00,Catch Weight,Chris Gutierrez,0,1,1,69
243,USA,"February 13, 2021","Vegas,",Philip Rowe,0,0,2,42,U-DEC,,3,5:00,Welterweight,Gabe Green,1,2,2,70
244,USA,"February 06, 2021","Vegas,",Alistair Overeem,0,0,0,10,KO/TKO,Punch,2,2:06,Heavyweight,Alexander Volkov,0,1,0,54
245,USA,"February 06, 2021","Vegas,",Frankie Edgar,0,0,0,2,KO/TKO,Flying Knee,1,0:28,Bantamweight,Cory Sandhagen,0,1,0,2
246,USA,"February 06, 2021","Vegas,",Michael Johnson,0,0,0,58,U-DEC,,3,5:00,Lightweight,Clay Guida,1,0,3,49
247,USA,"February 06, 2021","Vegas,",Manel Kape,0,0,2,49,U-DEC,,3,5:00,Flyweight,Alexandre Pantoja,0,0,0,74
248,USA,"February 06, 2021","Vegas,",Diego Ferreira,0,0,0,54,S-DEC,,3,5:00,Lightweight,Beneil Dariush,0,0,5,62
249,USA,"February 06, 2021","Vegas,",Mike Rodriguez,0,0,0,16,SUB,Rear Naked Choke,2,4:52,Light Heavyweight,Danilo Marques,2,0,4,29
250,USA,"February 06, 2021","Vegas,",Justin Jaynes,0,0,0,11,KO/TKO,,2,3:38,Catch Weight,Devonte Smith,1,0,1,34
251,USA,"February 06, 2021","Vegas,",Joselyne Edwards,0,0,1,38,U-DEC,,3,5:00,Women's Bantamweight,Karol Rosa,0,0,4,57
252,USA,"February 06, 2021","Vegas,",Molly McCann,1,0,0,37,U-DEC,,3,5:00,Women's Flyweight,Lara Procopio,1,0,7,36
253,USA,"February 06, 2021","Vegas,",Youssef Zalal,1,0,3,23,U-DEC,,3,5:00,Featherweight,SeungWoo Choi,0,0,2,41
254,USA,"February 06, 2021","Vegas,",Martin Day,0,0,0,8,U-DEC,,3,5:00,Featherweight,Timur Valiev,0,0,4,55
255,USA,"February 06, 2021","Vegas,",Jerome Rivera,0,0,0,2,KO/TKO,Punch,1,0:26,Featherweight,Ode Osbourne,0,1,0,5
256,Emirates,"January 23, 2021",United,Conor McGregor,0,0,0,29,KO/TKO,Punches,2,2:32,Lightweight,Dustin Poirier,0,1,1,48
257,Emirates,"January 23, 2021",United,Dan Hooker,0,0,0,8,KO/TKO,Punch,1,2:30,Lightweight,Michael Chandler,0,1,0,17
258,Emirates,"January 23, 2021",United,Jessica Eye,0,0,1,77,U-DEC,,3,5:00,Women's Flyweight,Joanne Calderwood,0,0,1,148
259,Emirates,"January 23, 2021",United,Andrew Sanchez,0,0,0,48,KO/TKO,Punches,3,2:59,Middleweight,Makhmud Muradov,0,0,0,79
260,Emirates,"January 23, 2021",United,Amanda Ribas,0,0,1,7,KO/TKO,Punch,2,0:54,Women's Strawweight,Marina Rodriguez,0,1,0,15
261,Emirates,"January 23, 2021",United,Matt Frevola,0,0,0,16,U-DEC,,3,5:00,Lightweight,Arman Tsarukyan,0,0,10,50
262,Emirates,"January 23, 2021",United,Antonio Carlos Junior,0,0,1,34,U-DEC,,3,5:00,Middleweight,Brad Tavares,0,0,0,54
263,Emirates,"January 23, 2021",United,Sara McMann,0,0,3,21,SUB,Rear Naked Choke,3,3:39,Women's Bantamweight,Julianna Pena,1,0,1,38
264,Emirates,"January 23, 2021",United,Khalil Rountree Jr.,0,0,0,49,U-DEC,,3,5:00,Light Heavyweight,Marcin Prachnio,0,0,0,102
265,Emirates,"January 23, 2021",United,Nik Lentz,2,0,1,46,S-DEC,,3,5:00,Catch Weight,Movsar Evloev,0,0,2,82
266,Emirates,"January 23, 2021",United,Zhalgas Zhumagulov,0,0,1,59,U-DEC,,3,5:00,Flyweight,Amir Albazi,0,0,2,68
267,Emirates,"January 20, 2021",United,Neil Magny,1,0,1,12,U-DEC,,5,5:00,Welterweight,Michael Chiesa,0,0,4,24
268,Emirates,"January 20, 2021",United,Mounir Lazzez,0,0,0,2,KO/TKO,Kick,1,2:35,Welterweight,Warlley Alves,0,1,1,17
269,Emirates,"January 20, 2021",United,Vinicius Moreira,0,0,0,24,KO/TKO,Punch,2,0:39,Light Heavyweight,Ike Villanueva,0,1,0,24
270,Emirates,"January 20, 2021",United,Roxanne Modafferi,0,0,0,46,U-DEC,,3,5:00,Women's Flyweight,Viviane Araujo,1,0,4,86
271,Emirates,"January 20, 2021",United,Tyson Nam,0,0,0,58,S-DEC,,3,5:00,Flyweight,Matt Schnell,0,0,0,85
272,Emirates,"January 20, 2021",United,Douglas Silva de Andrade,0,0,1,39,U-DEC,,3,5:00,Featherweight,Lerone Murphy,0,0,1,48
273,Emirates,"January 20, 2021",United,Tom Breese,3,0,0,1,SUB,Arm Triangle,2,1:41,Middleweight,Omari Akhmedov,1,0,2,25
274,Emirates,"January 20, 2021",United,Gaetano Pirrello,0,0,0,6,SUB,Arm Triangle,2,4:00,Bantamweight,Ricky Simon,1,0,7,17
275,Emirates,"January 20, 2021",United,Zarrukh Adashev,0,0,0,28,U-DEC,,3,5:00,Flyweight,Su Mudaerji,0,0,0,50
276,Emirates,"January 20, 2021",United,Markus Perez,1,0,0,25,U-DEC,,3,5:00,Middleweight,Dalcha Lungiambula,0,0,1,29
277,Emirates,"January 20, 2021",United,Jerome Rivera,0,0,0,31,U-DEC,,3,5:00,Flyweight,Francisco Figueiredo,0,0,4,29
278,Emirates,"January 20, 2021",United,Mason Jones,0,0,1,117,U-DEC,,3,5:00,Lightweight,Mike Davis,0,0,3,108
279,Emirates,"January 20, 2021",United,Sergey Morozov,0,0,0,7,SUB,Rear Naked Choke,2,3:39,Bantamweight,Umar Nurmagomedov,1,0,5,25
280,Emirates,"January 20, 2021",United,Victoria Leonardo,0,0,0,17,KO/TKO,Punches,2,4:08,Women's Flyweight,Manon Fiorot,0,0,1,53
281,Emirates,"January 16, 2021",United,Calvin Kattar,0,0,0,133,U-DEC,,5,5:00,Featherweight,Max Holloway,0,0,0,445
282,Emirates,"January 16, 2021",United,Matt Brown,0,0,1,28,U-DEC,,3,5:00,Welterweight,Carlos Condit,0,0,2,39
283,Emirates,"January 16, 2021",United,Santiago Ponzinibbio,0,0,0,11,KO/TKO,Punch,1,4:25,Welterweight,Li Jingliang,0,1,0,21
284,Emirates,"January 16, 2021",United,Joaquin Buckley,0,0,0,3,KO/TKO,Kick,1,2:12,Middleweight,Alessio Di Chirico,0,1,0,12
285,Emirates,"January 16, 2021",United,Dusko Todorovic,0,0,0,22,KO/TKO,Punch,1,4:48,Middleweight,Punahele Soriano,0,2,0,30
286,Emirates,"January 16, 2021",United,Wu Yanan,0,0,1,58,U-DEC,,3,5:00,Women's Bantamweight,Joselyne Edwards,1,0,0,88
287,Emirates,"January 16, 2021",United,Justin Tafa,0,0,0,86,S-DEC,,3,5:00,Heavyweight,Carlos Felipe,0,0,0,77
288,Emirates,"January 16, 2021",United,David Zawada,0,0,1,44,S-DEC,,3,5:00,Welterweight,Ramazan Emeev,0,0,4,53
289,Emirates,"January 16, 2021",United,Sarah Moras,0,0,0,44,U-DEC,,3,5:00,Women's Bantamweight,Vanessa Melo,0,0,0,56
290,Emirates,"January 16, 2021",United,Jacob Kilburn,1,0,1,64,U-DEC,,3,5:00,Featherweight,Austin Lingo,0,1,1,95
291,USA,"December 19, 2020","Vegas,",Geoff Neal,0,0,0,85,U-DEC,,5,5:00,Welterweight,Stephen Thompson,0,0,0,171
292,USA,"December 19, 2020","Vegas,",Marlon Vera,0,0,0,46,U-DEC,,3,5:00,Bantamweight,Jose Aldo,0,0,0,44
293,USA,"December 19, 2020","Vegas,",Khaos Williams,0,0,0,55,U-DEC,,3,5:00,Welterweight,Michel Pereira,1,0,2,44
294,USA,"December 19, 2020","Vegas,",Marlon Moraes,0,0,2,9,KO/TKO,Punches,1,3:47,Bantamweight,Rob Font,0,1,0,30
295,USA,"December 19, 2020","Vegas,",Greg Hardy,0,0,0,50,KO/TKO,Punches,2,4:31,Heavyweight,Marcin Tybura,0,0,1,51
296,USA,"December 19, 2020","Vegas,",Alex Morono,0,0,1,31,U-DEC,,3,5:00,Welterweight,Anthony Pettis,0,0,0,50
297,USA,"December 19, 2020","Vegas,",Sijara Eubanks,0,0,2,49,U-DEC,,3,5:00,Women's Bantamweight,Pannie Kianzad,0,0,0,92
298,USA,"December 19, 2020","Vegas,",Antonio Arroyo,0,0,0,45,U-DEC,,3,5:00,Catch Weight,Deron Winn,0,0,12,20
299,USA,"December 19, 2020","Vegas,",Gillian Robertson,1,0,0,9,U-DEC,,3,5:00,Women's Flyweight,Taila Santos,1,0,1,27
300,USA,"December 19, 2020","Vegas,",Jamie Pickett,0,0,1,40,U-DEC,,3,5:00,Middleweight,Tafon Nchukwi,0,1,0,120
301,USA,"December 19, 2020","Vegas,",Cody Durden,0,0,2,21,SUB,Triangle Choke,1,3:18,Flyweight,Jimmy Flick,1,0,0,6
302,USA,"December 19, 2020","Vegas,",Carlton Minus,0,0,0,28,U-DEC,,3,5:00,Catch Weight,Christos Giagos,0,0,5,31
303,USA,"December 12, 2020","Vegas,",Deiveson Figueiredo,0,0,2,137,Flyweight,M-DEC,,5,0,draw,4,Brandon Moreno,132,0
304,USA,"December 12, 2020","Vegas,",Tony Ferguson,0,0,0,19,U-DEC,,3,5:00,Lightweight,Charles Oliveira,3,0,3,41
305,USA,"December 12, 2020","Vegas,",Virna Jandiroba,0,0,1,63,U-DEC,,3,5:00,Women's Strawweight,Mackenzie Dern,0,0,0,82
306,USA,"December 12, 2020","Vegas,",Jacare Souza,0,0,2,2,KO/TKO,Punch,1,1:45,Middleweight,Kevin Holland,0,0,0,15
307,USA,"December 12, 2020","Vegas,",Junior Dos Santos,0,0,0,10,KO/TKO,Elbow,2,2:34,Heavyweight,Ciryl Gane,0,1,0,59
308,USA,"December 12, 2020","Vegas,",Daniel Pineda,1,0,1,21,KO/TKO,Punch,2,1:52,Featherweight,Cub Swanson,0,2,1,46
309,USA,"December 12, 2020","Vegas,",Renato Moicano,0,0,0,15,KO/TKO,Punch,1,4:05,Lightweight,Rafael Fiziev,0,1,0,21
310,USA,"December 12, 2020","Vegas,",Billy Quarantillo,0,0,0,84,U-DEC,,3,5:00,Featherweight,Gavin Tucker,0,0,7,106
311,USA,"December 12, 2020","Vegas,",Sam Hughes,0,0,0,20,KO/TKO,,1,5:00,Women's Strawweight,Tecia Torres,0,0,1,52
312,USA,"December 12, 2020","Vegas,",Peter Barrett,0,0,0,48,SUB,Heel Hook,3,3:02,Featherweight,Chase Hooper,2,0,0,57
313,USA,"December 05, 2020","Vegas,",Jack Hermansson,0,0,2,122,U-DEC,,5,5:00,Middleweight,Marvin Vettori,1,1,0,164
314,USA,"December 05, 2020","Vegas,",Ovince Saint Preux,0,0,0,36,KO/TKO,Punches,2,3:37,Light Heavyweight,Jamahal Hill,0,0,0,68
315,USA,"December 05, 2020","Vegas,",Justin Jaynes,0,0,0,22,KO/TKO,Knee,1,4:06,Lightweight,Gabriel Benitez,0,1,0,38
316,USA,"December 05, 2020","Vegas,",John Allan,0,0,1,29,S-DEC,,3,5:00,Light Heavyweight,Roman Dolidze,3,0,3,51
317,USA,"December 05, 2020","Vegas,",Matt Wiman,0,0,0,0,KO/TKO,Slam,1,0:22,Lightweight,Jordan Leavitt,0,0,1,1
318,USA,"December 05, 2020","Vegas,",Jose Quinonez,0,0,2,43,KO/TKO,Punches,2,2:15,Bantamweight,Louis Smolka,0,0,3,59
319,USA,"December 05, 2020","Vegas,",Damon Jackson,0,0,0,16,KO/TKO,Punch,1,2:38,Featherweight,Ilia Topuria,0,1,0,31
320,USA,"December 05, 2020","Vegas,",Gian Villante,0,0,0,80,U-DEC,,3,5:00,Heavyweight,Jake Collier,0,0,0,123
321,USA,"November 28, 2020","Vegas,",Devin Clark,0,0,0,1,SUB,Triangle Choke,1,2:34,Light Heavyweight,Anthony Smith,1,0,1,1
322,USA,"November 28, 2020","Vegas,",Takashi Sato,0,0,0,15,SUB,Arm Triangle,2,4:28,Welterweight,Miguel Baeza,1,0,1,40
323,USA,"November 28, 2020","Vegas,",Josh Parisian,0,0,0,114,U-DEC,,3,5:00,Heavyweight,Parker Porter,1,0,2,126
324,USA,"November 28, 2020","Vegas,",Spike Carlyle,1,0,4,23,U-DEC,,3,5:00,Featherweight,Bill Algeo,0,0,1,70
325,USA,"November 28, 2020","Vegas,",Ashlee Evans-Smith,0,0,0,42,U-DEC,,3,5:00,Women's Bantamweight,Norma Dumont,0,1,2,94
326,USA,"November 28, 2020","Vegas,",Kai Kamaka,1,0,1,47,KO/TKO,Punches,2,4:28,Featherweight,Jonathan Pearce,1,0,5,51
327,USA,"November 28, 2020","Vegas,",Martin Day,0,0,1,9,SUB,Guillotine Choke,1,4:35,Bantamweight,Anderson Dos Santos,1,0,1,11
328,USA,"November 28, 2020","Vegas,",Rachael Ostovich,0,0,0,41,KO/TKO,Kick,3,4:10,Women's Flyweight,Gina Mazany,1,1,7,72
329,USA,"November 28, 2020","Vegas,",Malcolm Gordon,0,0,0,0,KO/TKO,Punches,1,0:44,Flyweight,Su Mudaerji,0,1,0,9
330,USA,"November 28, 2020","Vegas,",Luke Sanders,0,0,0,55,SUB,Rear Naked Choke,2,2:29,Catch Weight,Nate Maness,1,1,1,33
331,USA,"November 21, 2020","Vegas,",Alex Perez,0,0,0,6,SUB,Guillotine Choke,1,1:57,Flyweight,Deiveson Figueiredo,1,0,0,5
332,USA,"November 21, 2020","Vegas,",Jennifer Maia,0,0,1,36,U-DEC,,5,5:00,Women's Flyweight,Valentina Shevchenko,0,0,5,62
333,USA,"November 21, 2020","Vegas,",Mike Perry,2,0,1,64,U-DEC,,3,5:00,Welterweight,Tim Means,0,0,0,128
334,USA,"November 21, 2020","Vegas,",Cynthia Calvillo,0,0,1,60,U-DEC,,3,5:00,Women's Flyweight,Katlyn Chookagian,0,0,0,69
335,USA,"November 21, 2020","Vegas,",Mauricio Rua,0,0,0,10,KO/TKO,Punches,2,3:36,Light Heavyweight,Paul Craig,0,0,4,29
336,USA,"November 21, 2020","Vegas,",Brandon Royval,0,0,0,17,KO/TKO,Punches,1,4:59,Flyweight,Brandon Moreno,2,0,2,16
337,USA,"November 21, 2020","Vegas,",Jordan Wright,0,0,0,18,KO/TKO,Punches,2,0:18,Middleweight,Joaquin Buckley,0,2,0,43
338,USA,"November 21, 2020","Vegas,",Ariane Lipski,0,0,0,15,KO/TKO,Punches,2,4:33,Women's Flyweight,Antonina Shevchenko,0,0,1,39
339,USA,"November 21, 2020","Vegas,",Daniel Rodriguez,0,0,0,83,U-DEC,,3,5:00,Welterweight,Nicolas Dalby,0,0,0,50
340,USA,"November 21, 2020","Vegas,",Jared Gooden,0,0,1,100,U-DEC,,3,5:00,Welterweight,Alan Jouban,2,0,0,168
341,USA,"November 21, 2020","Vegas,",Dustin Stoltzfus,0,0,0,32,U-DEC,,3,5:00,Middleweight,Kyle Daukaus,1,0,2,64
342,USA,"November 21, 2020","Vegas,",Louis Cosce,0,1,1,99,KO/TKO,Punches,3,2:47,Welterweight,Sasha Palatnikov,0,0,1,125
343,USA,"November 14, 2020","Vegas,",Paul Felder,0,0,1,98,S-DEC,,5,5:00,Lightweight,Rafael Dos Anjos,0,0,6,92
344,USA,"November 14, 2020","Vegas,",Abdul Razak Alhassan,0,0,0,2,KO/TKO,Punch,1,0:30,Welterweight,Khaos Williams,0,1,0,5
345,USA,"November 14, 2020","Vegas,",Miranda Granger,0,0,0,33,U-DEC,,3,5:00,Women's Strawweight,Ashley Yoder,3,0,2,26
346,USA,"November 14, 2020","Vegas,",Brendan Allen,0,0,0,51,KO/TKO,Punches,2,1:32,Catch Weight,Sean Strickland,0,1,1,94
347,USA,"November 14, 2020","Vegas,",Kay Hansen,2,0,2,67,U-DEC,,3,5:00,Women's Strawweight,Cory McKenna,0,0,0,57
348,USA,"November 14, 2020","Vegas,",Randa Markos,0,0,0,29,U-DEC,,3,5:00,Women's Strawweight,Kanako Murata,2,0,4,29
349,USA,"November 14, 2020","Vegas,",Geraldo de Freitas,0,0,1,76,S-DEC,,3,5:00,Bantamweight,Tony Gravely,0,0,7,49
350,USA,"November 14, 2020","Vegas,",Rhys McKee,0,0,0,124,U-DEC,,3,5:00,Welterweight,Alex Morono,0,0,3,176
351,USA,"November 14, 2020","Vegas,",Roque Martinez,0,0,1,58,U-DEC,,3,5:00,Heavyweight,Don'Tale Mayes,0,0,1,59
352,USA,"November 07, 2020","Vegas,",Thiago Santos,0,1,0,40,SUB,Rear Naked Choke,3,1:49,Light Heavyweight,Glover Teixeira,2,0,4,46
353,USA,"November 07, 2020","Vegas,",Tanner Boser,0,0,0,68,U-DEC,,3,5:00,Heavyweight,Andrei Arlovski,0,0,0,34
354,USA,"November 07, 2020","Vegas,",Khalid Taha,0,0,0,49,U-DEC,,3,5:00,Bantamweight,Raoni Barcelos,1,0,2,120
355,USA,"November 07, 2020","Vegas,",Jamey Simmons,0,0,0,2,KO/TKO,Kick,1,3:51,Featherweight,Giga Chikadze,0,1,0,8
356,USA,"November 07, 2020","Vegas,",Claudia Gadelha,0,0,2,36,U-DEC,,3,5:00,Women's Strawweight,Yan Xiaonan,0,0,0,74
357,USA,"November 07, 2020","Vegas,",Bevon Lewis,0,0,0,26,KO/TKO,Punches,3,1:26,Middleweight,Trevin Giles,0,2,1,38
358,USA,"November 07, 2020","Vegas,",Marcos Rogerio de Lima,0,0,0,18,SUB,Forearm Choke,1,4:48,Heavyweight,Alexandr Romanov,1,0,2,6
359,USA,"November 07, 2020","Vegas,",Eduardo Garagorri,0,0,0,36,SUB,Rear Naked Choke,3,2:22,Featherweight,Darren Elkins,1,0,7,32
360,USA,"November 07, 2020","Vegas,",Ramiz Brahimaj,0,0,0,45,KO/TKO,Elbow,3,2:03,Welterweight,Max Griffin,0,0,0,74
361,USA,"November 07, 2020","Vegas,",Anthony Birchak,0,0,0,17,SUB,Rear Naked Choke,1,2:43,Bantamweight,Gustavo Lopez,1,0,2,26
362,USA,"October 31, 2020","Vegas,",Anderson Silva,0,0,0,53,KO/TKO,Punches,4,1:24,Middleweight,Uriah Hall,0,2,0,60
363,USA,"October 31, 2020","Vegas,",Andre Fili,0,0,0,27,U-DEC,,3,5:00,Featherweight,Bryce Mitchell,1,0,7,46
364,USA,"October 31, 2020","Vegas,",Maurice Greene,0,0,0,17,KO/TKO,Punches,2,1:12,Heavyweight,Greg Hardy,0,1,1,46
